"Final Price Without Tax","Endpreis exkl. Steuern"
"First Name","Vorname"
"Gift Message","Grußnachricht"
"Grand Total","Gesamtbetrag"
"Grand Total to Be Charged","Zu verrechnende Gesamtsumme"
"Group","Gruppe"
"Guest","Gast"
"Has Custom Options","hat individuelle Optionen"
"ID","ID"
"Inventory Data","Inventardaten"
"Invoiced Qty","Verrechnete Anzahl"
"Is Confirmed","ist bestätigt"
"Is Default Billing Address","ist die Standard-Rechnungsadresse"
"Is Default Shipping Address","ist die Standard-Lieferadresse"
"Item ID","Artikel-ID"
"Item Subtotal","Zwischensumme Artikel"
"Item Subtotal Including Tax","Zwischensumme Artikel inkl. Steuern"
"Label","Label"
"Last Logged In","Zuletzt eingeloggt"
"Last Name","Letzter Name"
"Low Stock Date","Datum niedriger Bestand"
"Manage Stock","Lagerbestand verwalten"
"Maximum Qty Allowed in Shopping Cart","Maximal im Warenkorb erlaubte Anzahl"
"Minimum Qty Allowed in Shopping Cart","Im Warenkorb erlaubte Mindestanzahl"
"New Role","Neue Rolle"
"Notify for Quantity Below","Bei unterer Anzahl benachrichtigen."
"OAuth","OAuth"
"Order","Bestellung"
"Order Addresses","Bestellungs-Adressen"
"Order Comments","Kommentare zur Bestellung"
"Order Currency","Auftragswährung"
"Order Date","Bestelldatum"
"Order ID","Bestellungsidentifizierung"
"Order ID (internal)","Bestellungs-ID (intern)"
"Order Item ID","Bestellartikel-ID"
"Order Items","Bestellartikel"
"Order Status","Status des Auftrags"
"Ordered Qty","Bestellte Anzahl"
"Orders","Aufträge"
"Original Price","Originalpreis"
"Parent Order Item ID","Übergeordnete Bestellartikel-ID"
"Payment Method","Zahlungsart"
"Phone Number","Telefonnummer"
"Placed from IP","Bestellt von IP Nummer"
"Please enter a valid number in ""max_sale_qty"" field","Bitte geben Sie in dem Feld ""max_sale_qty"" eine gültige Zahl ein"
"Please enter a valid number in ""min_qty"" field","Bitte geben Sie in dem Feld ""min_qty"" eine gültige Zahl ein"
"Please enter a valid number in ""min_sale_qty"" field","Bitte geben Sie in dem Feld ""min_sale_qty"" eine gültige Zahl ein"
"Please enter a valid number in ""notify_stock_qty"" field","Bitte geben Sie in dem Feld ""notify_stock_qty"" eine gültige Zahl ein"
"Please use numbers only in ""category_id"" field.","Bitte verwenden Sie Zahlen nur in dem Feld ""category_id""."
"Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas.","Bitte verwenden Sie Zahlen nur in dem Feld ""qty_increments"". Bitte vermeiden Sie Leerzeichen und andere Sonderzeichen wie Punkte oder Kommas."
"Position","Position"
"Price","Preis"
"Price Including Tax","Preis inkl. Steuern"
"Product","Produkt"
"Product Category","Produktkategorie"
"Product ID","Produkt-ID"
"Product Image","Produktbild"
"Product Type","Produkttyp"
"Product URL","Produkt-URL"
"Product Website","Produkt-Website"
"Product and Custom Options Name","Name Produkt und individuelle Optionen"
"Qty","Anzahl"
"Qty Increments","Mengenzunahme"
"Qty Uses Decimals","Stückzahl kann dezimal sein"
"Qty for Item's Status to Become Out of Stock","Menge für Artikel Status Ausverkauft"
"REST - Attributes","REST - Attribute"
"REST - Roles","REST - Rollen"
"REST ACL Attributes","REST ACL Attribute"
"REST Attributes","REST Attribute"
"REST Role","REST Rolle"
"REST Roles","REST-Rollen"
"REST Roles Information","REST Rollen Information"
"Read","Lesen"
"Refunded Qty","Rückerstattete Anzahl"
"Regular Price With Tax","Regulärer Preis inkl. Steuern"
"Regular Price Without Tax","Regulärer Preis exkl. Steuern"
"Rest Roles","Rest Rollen"
"Retrieve","Abrufen"
"Role ""%s"" no longer exists","Rolle ""%s"" existiert nicht mehr"
"Role ""%s"" not found.","Rolle ""%s"" nicht gefunden."
"Role API Resources","Rolle API-Ressourcen"
"Role Info","Rollen-Info"
"Role Information","Rollen-Informationen"
"Role Name","Rollenname"
"Role Users","Rollenbenutzer"
"Role has been deleted.","Rolle wurde gelöscht."
"Roles","Rollen"
"SKU","SKU"
"Salability Status","Verkäuflichkeitsstatus"
"Sales","Verkäufe"
"Save","Speichern"
"Shipped Qty","Versandte Anzahl"
"Shipping Amount","Lieferungsbetrag"
"Shipping Discount","Versandrabatt"
"Shipping Including Tax","Versand inklusive Steuern"
"Shipping Method","Liefermethode"
"Shipping Tax","Versandsteuer"
"State","Staat"
"Stock Availability","Lagerbestand"
"Stock ID","Lagerbestands-ID"
"Stock Item","Lagerartikel"
"Stock Status","Lagerstatus"
"Store Currency to Order Currency Rate","Währung für Wechselkurs der Bestellung speichern"
"Store Name","Store Name"
"Street","Straße"
"Subtotal","Zwischensumme"
"Subtotal Including Tax","Zwischensumme inklusive Steuern"
"System","System"
"Tax Amount","Steuerbetrag"
"Tax Name","Steuername"
"Tax Percent","Steuer Prozent"
"Tax Rate","Steuersatz"
"The ""enable_qty_increments"" field must be set to 0 or 1.","Das Feld ""enable_qty_increments"" muss auf 0 oder 1 gesetzt werden."
"The ""is_decimal_divided"" field must be set to 0 or 1.","Das Feld ""is_decimal_divided"" muss auf 0 oder 1 gesetzt werden."
"The ""is_in_stock"" field must be set to 0 or 1.","Das Feld ""is_in_stock"" muss auf 0 oder 1 gesetzt werden."
"The ""is_qty_decimal"" field must be set to 0 or 1.","Das Feld ""is_qty_decimal"" muss auf 0 oder 1 gesetzt werden."
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","Das Feld ""is_qty_decimal"" muss auf 0, 1 oder 2 gesetzt werden."
"The ""manage_stock"" field must be set to 0 or 1.","Das Feld ""manage_stock"" muss auf 0 oder 1 gesetzt werden."
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","Das Feld ""stock_status_changed_auto"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_backorders"" field must be set to 0 or 1.","Das Feld ""use_config_backorders"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","Das Feld ""use_config_enable_qty_inc"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_manage_stock"" field must be set to 0 or 1.","Das Feld ""use_config_manage_stock"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","Das Feld ""use_config_max_sale_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_min_qty"" field must be set to 0 or 1.","Das Feld ""use_config_min_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","Das Feld ""use_config_min_sale_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","Das Feld ""use_config_notify_stock_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_qty_increments"" field must be set to 0 or 1.","Das Feld ""use_config_qty_increments"" muss auf 0 oder 1 gesetzt werden."
"The attribute rules were saved.","Die Attributregeln wurden gespeichert."
"The role has been saved.","Die Rolle wurde gespeichert."
"The role is a special one and not for assigning it to admin users.","Dabei handelt es sich um eine spezielle Rolle, die nicht für die Zuweisung an Admin-Benutzer vorgesehen ist."
"Total Due","Gesamtsumme fällig"
"Total Paid","Gesamtsumme bezahlt"
"Total Refunded","Gesamtsumme rückerstattet"
"Total Reviews Count","Gesamtzahl Bewertungen"
"Type","Typ"
"URL","URL"
"Update","Aktualisieren"
"Use Config Settings for Allow Gift Message","Verwenden Sie die Konfigurationseinstellungen zum Zulassen von Geschenksnachrichten"
"Use Config Settings for Allow Gift Wrapping","Verwenden Sie die Konfigurationseinstellungen zum Zulassen von Geschenksverpackung"
"Use Config Settings for Backorders","Verwenden Sie die Konfigurationseinstellungen für Rückstände"
"Use Config Settings for Enable Qty Increments","Verwenden Sie die Konfigurationseinstellungen für das Zulassen von Erhöhungen der Anzahl"
"Use Config Settings for Manage Stock","Verwenden Sie die Konfigurationseinstellungen für das Verwalten der Lagerbestände"
"Use Config Settings for Maximum Qty Allowed in Shopping Cart","Verwenden Sie die Konfigurationseinstellungen für die zulässige Höchstanzahl im Einkaufswagen"
"Use Config Settings for Minimum Qty Allowed in Shopping Cart","Verwenden Sie die Konfigurationseinstellungen für die zulässige Mindestanzahl im Einkaufswagen"
"Use Config Settings for Notify for Quantity Below","Verwenden Sie die Konfigurationseinstellungen für eine Benachrichtigung bei nachstehender Anzahl"
"Use Config Settings for Qty Increments","Verwenden Sie die Konfigurationseinstellungen für eine Erhöhung der Anzahl"
"Use Config Settings for Qty for Item's Status to Become Out of Stock","Verwenden Sie die Konfigurationseinstellungen für die Anzahl, ab der der Artikelstatus auf Nicht lagernd gesetzt wird"
"User Type","Benutzertyp"
"User type ""%s"" no longer exists","Benutzertyp ""%s"" existiert nicht mehr"
"User type ""%s"" not found.","Benutzertyp ""%s"" nicht gefunden."
"Web Services","Webdienste"
"Web services","Web Services"
"Write","Schreiben"
"ZIP/Postal Code","Postleitzahl"
