"Amazon Simple Pay service refund confirmation error: the confirmation request amount does not match the order amount.","Erro na confirmação de reembolso do serviço Amazon Simple Pay; o total do pedido de confirmação não coincide com o total do pedido."
"Amazon Simple Pay service refund confirmation error: the transaction ID in the existing creditmemo does not match the transaction ID in the confirmation request.","Erro na confirmação de reembolso do serviço Amazon Simple Pay; o ID da transação na nota de crédito existente não coincide com o ID da transação no pedido de confirmação."
"Authorize Only","Somente Autorizar"
"Authorize and Capture","Autorizar e Controlar"
"Cancel Description","Descrição de Cancelamento"
"Cancel Order Notification received from Checkout by Amazon service.","Notificação de Cancelamento de Pedido recebida do serviço Checkout da Amazon."
"Checkout by Amazon","Checkout da Amazon"
"Continue Shopping","Continuar Comprando"
"Customer was redirected to Amazon Simple Pay site","O cliente foi redirecionado ao site do Amazon Simple Pay"
"Debug","Debug"
"Debug Log","Registro de debug"
"Email Sender","Remetente do e-mail:"
"Enable","Ativar"
"Error Log","Registro de erro"
"FPS Sandbox Service URI","Serviço de Sandbox FPS URI"
"FPS Service URI","Serviço FPS URI"
"Immediate Return","Retorno imediato"
"Invalid action code.","Código de ação inválido."
"Invalid request.","Pedido inválido."
"Invoice was created with Checkout by Amazon.","A fatura foi criada com o Checkout da Amazon."
"Merchant ID","Identificação do comerciante"
"Merchant Login","Login do comerciante"
"Merchant Name","Nome do do comerciante"
"Merchant Password","Senha do comerciante"
"Merchant Token","Token do comerciante"
"Method Choice Checkout Message","Mensagem do Checkout sobre Escolha de Método"
"New Order Notification received from Checkout by Amazon service.","Nova Notificação de Pedido recebido do serviço Checkout da Amazon."
"New Order Status","Status do Novo Pedido"
"Notification Error Transactional Email","E-mail de Transação de Erro em Notificação"
"Order Ready To Ship Notification received form Checkout by Amazon service.","Aviso de Pedido Pronto para Ser Despachado recebido do serviço Checkout da Amazon."
"Order was canceled with Checkout by Amazon.","O pedido foi cancelado com o Checkout da Amazon."
"Payment Action","Ação de Pagamento"
"Payment Description","Descrição do pagamento"
"Payment Sandbox Service URI","Serviço de Sandbox de Pagamento URI"
"Payment Service URI","Serviço de Pagamento URI"
"Payment authorization canceled with Amazon Simple Pay service.","Autorização de pagamento cancelada com o serviço Amazon Simple Pay."
"Pending Amazon Simple Pay","Amazon Simple Pay pendente"
"Redirect Message","Redirecionar mensagem"
"Refund Description","Descrição do reembolso"
"Refund was created with Checkout by Amazon.","O reembolso foi criado pelo Checkout da Amazon."
"Report Email","Relatar E-mail"
"Report Error to Email","Relatar Erro ao E-mail"
"Response body is not a valid FPS response.","O corpo da resposta não é uma resposta FPS válida."
"SUCCESS","SUCESSO"
"Sandbox","Sandbox"
"Secret Key","Chave secreta"
"Secret Key ID","ID da chave secreta"
"Shipment was created with Checkout by Amazon.","A remessa foi criada com o Checkout da Amazon."
"Thank you for your purchase!","Obrigado por sua compra!"
"The customer has canceled payment and successfully returned from Amazon Simple Pay site","O cliente cancelou o pagamento e foi retornado com sucesso do site do Amazon Simple Pay"
"The customer has successfully returned from Amazon Simple Pay site","O consumidor foi retornado com sucesso do site do Amazon Simple Pay"
"The invoice was created (online capture). Waiting for capture confirmation from Amazon Simple Pay service.","A fatura foi criada (recebimento on-line). Aguardando confirmação de recebimento do serviço Amazon Simple Pay."
"The invoice was not refunded. Amazon Simple Pay service error: [%s] %s","A fatura não foi reembolsada. Erro no serviço Amazon Simple Pay: [%s] %s"
"The item specified in callback request XML was not found in quote.","O item especificado no pedido de retorno XML não foi encontrado na citação."
"The order was not canceled. Amazon Simple Pay service error: [%s] %s","O pedido não foi cancelado. Erro no serviço Amazon Simple Pay: [%s] %s"
"The order was not captured online. Authorization confirmation is required.","O pedido não foi recebido on-line. É necessária uma confirmação de autorização."
"The order was not captured. Amazon Simple Pay service error: [%s] %s","O pedido não foi criado. Erro no serviço Amazon Simple Pay: [%s] %s"
"The payment was captured online with Amazon Simple Pay service. The invoice was created. Waiting for capture confirmation from the payment service.","O pagamento foi recebido on-line com o serviço Amazon Simple Pay. A fatura foi criada. Aguardando confirmação do recebimento do serviço de pagamento."
"The payment was refunded online with Amazon Simple Pay service. The credit memo was created. Waiting for refund confirmation from Amazon Simple Pay service.","O pagamento foi devolvido on-line com o serviço Amazon Simple Pay. A nota de crédito foi criada. Aguardando confirmação do reembolso do serviço Amazon Simple Pay."
"The payment was refunded online. Waiting for refund confirmation from Amazon Simple Pay service.","O pagamento foi reembolsado on-line. Aguardando pela confirmação do reembolso do serviço Amazon Simple Pay."
"The request is not a valid IPN request.","Este não é um pedido IPN válido."
"The request was signed incorrectly or the signature is missing.","O pedido foi assinado incorretamente ou não tem assinatura."
"Title","Título"
"Use Callback API","Use Callback API"
"You will be redirected to Checkout by Amazon in a few seconds.","Você será redirecionado para o Checkout pela Amazon em alguns segundos."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Você irá receber um e-mail de confirmação de pedido com detalhes de seu pedido e um link para acompanhar o progresso."
"You will receive an order confirmation email with details of your order and a link to track its progress.<br/>","Você receberá um e-mail de confirmação de pedido com detalhes do seu pedido e um link para acompanhar seu progresso.<br/>"
"Your billing address will be ignored and you will be redirected to Checkout by Amazon website.","Seu endereço de cobrança será ignorado e você será redirecionado para o Checkout pelo site da Amazon."
"Your order has been received.","Seu pedido foi recebido."
